station,n_chargers,faults,replication,seed,mean_utilization,mean_wait,p_wait_gt_10min,p_wait_gt_15min,throughput_per_hour,n_sessions,fault_fraction,drain_cap_hit
Nanhu_Technology Park,10,off,10,52,0.14503163906704916,0.01210036719111993,0.0008841732979664014,0.0,1.5708333333333333,1131,0.0,False
Nanhu_Technology Park,10,off,11,53,0.1687326094870213,0.005307406224108308,0.0,0.0,1.6791666666666667,1209,0.0,False
Nanhu_Technology Park,10,off,12,54,0.15943704227872785,0.0,0.0,0.0,1.6458333333333333,1185,0.0,False
Nanhu_Technology Park,10,off,13,55,0.15942165044124895,0.0,0.0,0.0,1.7,1224,0.0,False
Nanhu_Technology Park,10,off,14,56,0.1601207686815037,0.0,0.0,0.0,1.6319444444444444,1175,0.0,False
Nanhu_Technology Park,10,off,15,57,0.15078831017513444,0.0,0.0,0.0,1.573611111111111,1133,0.0,False
Nanhu_Technology Park,10,off,16,58,0.15814735639980254,0.0,0.0,0.0,1.6208333333333333,1167,0.0,False
Nanhu_Technology Park,10,off,17,59,0.1642230852920679,0.0,0.0,0.0,1.6319444444444444,1175,0.0,False
Nanhu_Technology Park,10,off,18,60,0.14395895749170484,0.0,0.0,0.0,1.6194444444444445,1166,0.0,False
Nanhu_Technology Park,10,off,19,61,0.15729355880156223,0.0,0.0,0.0,1.5944444444444446,1148,0.0,False
Nanhu_Technology Park,10,off,20,62,0.1655049171023582,0.0,0.0,0.0,1.6666666666666667,1200,0.0,False
Nanhu_Technology Park,10,off,21,63,0.14638331421375939,0.0,0.0,0.0,1.6708333333333334,1203,0.0,False
Nanhu_Technology Park,10,off,22,64,0.16232000599404797,0.0,0.0,0.0,1.7041666666666666,1227,0.0,False
Nanhu_Technology Park,10,off,23,65,0.1633181117532792,0.0,0.0,0.0,1.6208333333333333,1167,0.0,False
Nanhu_Technology Park,10,off,24,66,0.15972820947034677,0.0,0.0,0.0,1.6041666666666667,1155,0.0,False
