station,n_chargers,faults,mean_utilization_mean,mean_utilization_std,mean_utilization_ci95,mean_wait_mean,mean_wait_std,mean_wait_ci95,median_wait_mean,median_wait_std,median_wait_ci95,p95_wait_mean,p95_wait_std,p95_wait_ci95,p_wait_gt_10min_mean,p_wait_gt_10min_std,p_wait_gt_10min_ci95,p_wait_gt_15min_mean,p_wait_gt_15min_std,p_wait_gt_15min_ci95,throughput_per_hour_mean,throughput_per_hour_std,throughput_per_hour_ci95,n_sessions_mean,n_sessions_std,n_sessions_ci95,fault_fraction_mean,fault_fraction_std,fault_fraction_ci95,p_wait_gt_15min_upper95
Tongxiang_Bus Station,12,off,0.3095664179505796,0.012657254702099661,0.0035440313165879048,0.048655326641181294,0.06044540335588123,0.016924712939646744,0.0,0.0,0.0,0.0,0.0,0.0,0.0017216746721804474,0.0020038724254162307,0.0005610842791165445,0.0009367884866515611,0.0016500331891161895,0.00046200929295253304,3.455083333333334,0.07327260216748864,0.02051632860689682,2487.66,52.75627356059182,14.77175659696571,0.0,0.0,0.0,0.0013987977796040942
Tongxiang_Bus Station,14,off,0.2653429005754855,0.010848980833245835,0.0030377146333088337,0.004685241489018963,0.013846231933283633,0.0038769449413194176,0.0,0.0,0.0,0.0,0.0,0.0,0.0001793022958009928,0.0007167828994564403,0.00020069921184780328,9.373765747228213e-05,0.0004954962952453971,0.00013873896266871117,3.455083333333334,0.07327260216748864,0.02051632860689682,2487.66,52.75627356059182,14.77175659696571,0.0,0.0,0.0,0.00023247662014099331
Tongxiang_Bus Station,16,off,0.2321750380035496,0.00949285822908998,0.002658000304145194,0.00047509449643587615,0.00214514510387039,0.0006006406290837091,0.0,0.0,0.0,0.0,0.0,0.0,7.776049766718507e-06,5.443234836702955e-05,1.5241057542768273e-05,0.0,0.0,0.0,3.455083333333334,0.07327260216748864,0.02051632860689682,2487.66,52.75627356059182,14.77175659696571,0.0,0.0,0.0,0.0
Tongxiang_Bus Station,18,off,0.20637781155871068,0.008438096203635542,0.0023626669370179513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.455083333333334,0.07327260216748864,0.02051632860689682,2487.66,52.75627356059182,14.77175659696571,0.0,0.0,0.0,0.0
Tongxiang_Bus Station,20,off,0.18574003040283976,0.007594286583271928,0.0021264002433161395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.455083333333334,0.07327260216748864,0.02051632860689682,2487.66,52.75627356059182,14.77175659696571,0.0,0.0,0.0,0.0
Tongxiang_Bus Station,22,off,0.16885457309349064,0.0069038968938835744,0.0019330911302874007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.455083333333334,0.07327260216748864,0.02051632860689682,2487.66,52.75627356059182,14.77175659696571,0.0,0.0,0.0,0.0
Tongxiang_Bus Station,24,off,0.15478335866903306,0.006328572152726657,0.0017720002027634637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.455083333333334,0.07327260216748864,0.02051632860689682,2487.66,52.75627356059182,14.77175659696571,0.0,0.0,0.0,0.0
Tongxiang_Bus Station,26,off,0.1428769464637229,0.005841758910209231,0.0016356924948585847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.455083333333334,0.07327260216748864,0.02051632860689682,2487.66,52.75627356059182,14.77175659696571,0.0,0.0,0.0,0.0
Tongxiang_Bus Station,28,off,0.13267145028774274,0.0054244904166229155,0.0015188573166544164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.455083333333334,0.07327260216748864,0.02051632860689682,2487.66,52.75627356059182,14.77175659696571,0.0,0.0,0.0,0.0
Tongxiang_Bus Station,30,off,0.12382668693522642,0.005062857722181283,0.0014176001622107593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.455083333333334,0.07327260216748864,0.02051632860689682,2487.66,52.75627356059182,14.77175659696571,0.0,0.0,0.0,0.0
