station,n_chargers,activation_mode,faults,replication,mean_utilization,mean_utilization_static,mean_wait,p_wait_gt_15min,active_charger_hours,scheduled_charger_hours,n_sessions,fault_fraction,throughput_per_hour,drain_cap_hit
Xiuzhou_Expressway Service District A,6,full,ON,6,0.16974223829338106,0.16974223829338095,0.045384438083865754,0.001697792869269949,4319.999999999997,4320.0,589,0.17147707979626486,0.8166666666666667,False
Xiuzhou_Expressway Service District A,6,full,ON,7,0.17443129236173022,0.1744312923617305,0.08976927717883239,0.0030075187969924814,4320.000000000007,4320.0,665,0.17142857142857143,0.9236111111111112,False
Xiuzhou_Expressway Service District A,6,full,ON,8,0.16372983747935665,0.16372983747935654,0.014499093616054878,0.0,4319.999999999997,4320.0,599,0.2003338898163606,0.8319444444444445,False
Xiuzhou_Expressway Service District A,6,full,ON,9,0.14255189945415073,0.1425518994541505,0.06505821696016476,0.0,4319.999999999994,4320.0,614,0.1742671009771987,0.8513888888888889,False
Xiuzhou_Expressway Service District A,6,full,ON,10,0.15929157509128483,0.15929157509128475,0.5493055454876948,0.013468013468013467,4319.999999999997,4320.0,594,0.14814814814814814,0.825,False
Xiuzhou_Expressway Service District A,6,full,ON,11,0.19485809432609855,0.19485809432609869,0.04425093954246743,0.0015267175572519084,4320.000000000003,4320.0,655,0.1801526717557252,0.9097222222222222,False
Xiuzhou_Expressway Service District A,6,full,ON,12,0.16992165528999648,0.1699216552899964,0.16883359917679067,0.004909983633387889,4319.999999999998,4320.0,611,0.19639934533551553,0.8486111111111111,False
Xiuzhou_Expressway Service District A,6,full,ON,13,0.17471130406343358,0.17471130406343374,0.015436446899722013,0.0,4320.000000000004,4320.0,632,0.1550632911392405,0.8777777777777778,False
Xiuzhou_Expressway Service District A,6,full,ON,14,0.1748500428045263,0.17485004280452623,1.2437996391078896,0.0220125786163522,4319.999999999998,4320.0,636,0.16981132075471697,0.8819444444444444,False
Xiuzhou_Expressway Service District A,6,full,ON,15,0.16993714201456878,0.16993714201456867,0.06912693803948035,0.0016778523489932886,4319.999999999997,4320.0,596,0.17114093959731544,0.8277777777777777,False
Xiuzhou_Expressway Service District A,6,full,ON,16,0.150417224031029,0.15041722403102914,0.0,0.0,4320.000000000004,4320.0,590,0.15423728813559323,0.8194444444444444,False
Xiuzhou_Expressway Service District A,6,full,ON,17,0.16346763163888117,0.1634676316388811,0.2015322927637007,0.004594180704441042,4319.999999999997,4320.0,653,0.17611026033690658,0.9069444444444444,False
Xiuzhou_Expressway Service District A,6,full,ON,18,0.16631126968196608,0.16631126968196586,0.010215942313237938,0.0,4319.9999999999945,4320.0,596,0.18120805369127516,0.8277777777777777,False
Xiuzhou_Expressway Service District A,6,full,ON,19,0.16410994688236918,0.16410994688236882,0.0,0.0,4319.99999999999,4320.0,615,0.17398373983739837,0.8541666666666666,False
Xiuzhou_Expressway Service District A,6,full,ON,20,0.1460077475850452,0.146007747585045,0.0,0.0,4319.9999999999945,4320.0,625,0.1584,0.8680555555555556,False
Xiuzhou_Expressway Service District A,6,full,ON,21,0.17815655444523343,0.17815655444523365,0.035774347456170114,0.0,4320.000000000005,4320.0,583,0.16981132075471697,0.8097222222222222,False
Xiuzhou_Expressway Service District A,6,full,ON,22,0.18006018803255405,0.1800601880325543,0.024784628648762273,0.0,4320.0000000000055,4320.0,667,0.1469265367316342,0.9263888888888889,False
Xiuzhou_Expressway Service District A,6,full,ON,23,0.16333948498040707,0.16333948498040718,0.0,0.0,4320.000000000003,4320.0,620,0.1774193548387097,0.8611111111111112,False
Xiuzhou_Expressway Service District A,6,full,ON,24,0.15668299611302053,0.1566829961130209,0.0,0.0,4320.00000000001,4320.0,590,0.13898305084745763,0.8180555555555555,False
Xiuzhou_Expressway Service District A,6,full,ON,25,0.15835650885246386,0.1583565088524642,0.061895672737533734,0.0015923566878980893,4320.00000000001,4320.0,628,0.12898089171974522,0.8722222222222222,False
Xiuzhou_Expressway Service District A,6,full,ON,26,0.18686011066243444,0.18686011066243433,0.056027391445188715,0.0,4319.999999999997,4320.0,627,0.18819776714513556,0.8708333333333333,False
Xiuzhou_Expressway Service District A,6,full,ON,27,0.17002474735359427,0.17002474735359438,0.015112645685641976,0.0,4320.000000000003,4320.0,641,0.1794071762870515,0.8888888888888888,False
Xiuzhou_Expressway Service District A,6,full,ON,28,0.16563258260486102,0.16563258260486108,0.021808072679081844,0.0,4320.000000000001,4320.0,636,0.17452830188679244,0.8833333333333333,False
Xiuzhou_Expressway Service District A,6,full,ON,29,0.16387639722355196,0.1638763972235523,0.705004213020257,0.011272141706924315,4320.000000000009,4320.0,621,0.1723027375201288,0.8625,False
Xiuzhou_Expressway Service District A,6,full,ON,30,0.14128178711432365,0.14128178711432407,0.025574955491246044,0.0,4320.000000000013,4320.0,610,0.13114754098360656,0.8472222222222222,False
Xiuzhou_Expressway Service District A,6,full,ON,31,0.16436898556348303,0.1643689855634829,0.04324709748919291,0.0016313213703099511,4319.999999999996,4320.0,613,0.15171288743882544,0.85,False
Xiuzhou_Expressway Service District A,6,full,ON,32,0.16477507117407503,0.16477507117407486,0.0,0.0,4319.999999999995,4320.0,619,0.1567043618739903,0.8597222222222223,False
Xiuzhou_Expressway Service District A,6,full,ON,33,0.16370577633106723,0.16370577633106717,0.004864080457095364,0.0,4319.999999999998,4320.0,627,0.18022328548644337,0.8694444444444445,False
Xiuzhou_Expressway Service District A,6,full,ON,34,0.16720043123894848,0.1672004312389488,0.06399253072266192,0.0016366612111292963,4320.000000000008,4320.0,611,0.176759410801964,0.8472222222222222,False
Xiuzhou_Expressway Service District A,6,full,ON,35,0.161641458079859,0.16164145807985908,0.005851974710328208,0.0,4320.000000000002,4320.0,604,0.18543046357615894,0.8388888888888889,False
Xiuzhou_Expressway Service District A,6,full,ON,36,0.1632713679119563,0.16327136791195596,0.06795569299399841,0.0,4319.999999999991,4320.0,595,0.14285714285714285,0.8263888888888888,False
Xiuzhou_Expressway Service District A,6,full,ON,37,0.1582283403336896,0.15822834033368952,0.00714552725271383,0.0,4319.999999999998,4320.0,590,0.18135593220338983,0.8180555555555555,False
Xiuzhou_Expressway Service District A,6,full,ON,38,0.16146505556897348,0.1614650555689731,0.0,0.0,4319.999999999989,4320.0,606,0.19636963696369636,0.8416666666666667,False
Xiuzhou_Expressway Service District A,6,full,ON,39,0.16585587490877815,0.1658558749087777,0.09121774651217317,0.0016129032258064516,4319.999999999988,4320.0,620,0.1435483870967742,0.8597222222222223,False
Xiuzhou_Expressway Service District A,6,full,ON,40,0.1513585147237224,0.1513585147237223,0.022741815899496087,0.0,4319.999999999997,4320.0,599,0.16026711185308848,0.8319444444444445,False
Xiuzhou_Expressway Service District A,6,full,ON,41,0.16592708308896506,0.16592708308896484,0.022015470522649898,0.0,4319.9999999999945,4320.0,600,0.17333333333333334,0.8333333333333334,False
Xiuzhou_Expressway Service District A,6,full,ON,42,0.16221714141966206,0.16221714141966204,0.26510187791088735,0.006230529595015576,4319.999999999999,4320.0,642,0.16978193146417445,0.8916666666666667,False
Xiuzhou_Expressway Service District A,6,full,ON,43,0.15674696979657435,0.15674696979657432,0.015007348696017048,0.0,4319.999999999999,4320.0,606,0.19636963696369636,0.8416666666666667,False
