station,hour,lambda_mean,lambda_std,lambda_ci_low,lambda_ci_high,n_days
Xiuzhou_Expressway Service District C,22,2.648907103825137,2.863222411827937,2.4554303278688523,2.84504781420765,732
Xiuzhou_Expressway Service District C,23,2.290983606557377,2.670459694874092,2.1180669398907104,2.4763319672131145,732
Xiuzhou_Government Agency,0,1.1871584699453552,1.662065404400637,1.0729849726775957,1.313558743169399,732
Xiuzhou_Government Agency,1,0.5778688524590164,0.8896436177675433,0.511577868852459,0.6386953551912569,732
Xiuzhou_Government Agency,2,0.43169398907103823,0.7430339508103534,0.37691256830601094,0.4890710382513661,732
Xiuzhou_Government Agency,3,0.3674863387978142,0.795116915633065,0.3073770491803279,0.4180327868852459,732
Xiuzhou_Government Agency,4,0.5546448087431693,0.9664793652254902,0.4862704918032787,0.6182718579234971,732
Xiuzhou_Government Agency,5,0.5437158469945356,1.225359654563387,0.46103142076502734,0.6429986338797812,732
Xiuzhou_Government Agency,6,0.6721311475409836,1.0854790058970638,0.5921789617486339,0.756181693989071,732
Xiuzhou_Government Agency,7,0.8306010928961749,1.1795072677567555,0.7424521857923497,0.9181010928961748,732
Xiuzhou_Government Agency,8,1.1543715846994536,1.4875479557175475,1.0511953551912567,1.2643784153005464,732
Xiuzhou_Government Agency,9,2.098360655737705,2.0482944868280097,1.9493852459016394,2.219945355191257,732
Xiuzhou_Government Agency,10,2.648907103825137,2.3300714002091407,2.510860655737705,2.8238387978142074,732
Xiuzhou_Government Agency,11,3.702185792349727,2.8637735675407954,3.4903688524590164,3.8825136612021858,732
Xiuzhou_Government Agency,12,3.3756830601092895,2.7458928808977925,3.1884562841530055,3.5568647540983602,732
Xiuzhou_Government Agency,13,3.2991803278688523,2.6762060217000765,3.115983606557377,3.502151639344262,732
Xiuzhou_Government Agency,14,3.5628415300546448,2.7698072376141365,3.365983606557377,3.7466188524590165,732
Xiuzhou_Government Agency,15,3.6721311475409837,2.769116240666437,3.4754098360655736,3.861441256830601,732
Xiuzhou_Government Agency,16,3.0833333333333335,2.5404838845253592,2.9145833333333333,3.2814890710382514,732
Xiuzhou_Government Agency,17,2.098360655737705,2.191551378743582,1.9460040983606557,2.260280054644809,732
Xiuzhou_Government Agency,18,2.739071038251366,2.513210668372175,2.5696038251366122,2.9413251366120217,732
Xiuzhou_Government Agency,19,3.120218579234973,2.8461269829448845,2.904166666666667,3.3224726775956284,732
Xiuzhou_Government Agency,20,2.408469945355191,2.4284191449490606,2.238353825136612,2.622301912568306,732
Xiuzhou_Government Agency,21,2.6475409836065573,2.2815100399984067,2.471174863387978,2.836133879781421,732
Xiuzhou_Government Agency,22,2.8346994535519126,2.5207751380655052,2.674795081967213,3.0077527322404367,732
Xiuzhou_Government Agency,23,2.3224043715846996,2.202446273416431,2.169911202185792,2.47202868852459,732
Xiuzhou_Wholesale Market,0,2.060109289617486,2.443158232587924,1.8810109289617487,2.2476092896174857,732
Xiuzhou_Wholesale Market,1,0.9877049180327869,1.5316493904781137,0.8667691256830601,1.0956284153005464,732
Xiuzhou_Wholesale Market,2,0.7062841530054644,1.3689197578936243,0.603688524590164,0.8162909836065574,732
Xiuzhou_Wholesale Market,3,0.6038251366120219,1.3893819003931929,0.5135928961748634,0.7124658469945355,732
Xiuzhou_Wholesale Market,4,0.46994535519125685,1.0986490882767266,0.3968237704918033,0.54176912568306,732
Xiuzhou_Wholesale Market,5,0.5204918032786885,1.139210746871585,0.44672131147540983,0.6024590163934426,732
Xiuzhou_Wholesale Market,6,0.6653005464480874,1.2526298649221619,0.5770833333333334,0.7643784153005464,732
Xiuzhou_Wholesale Market,7,0.7076502732240437,1.3094610781845955,0.6208674863387978,0.8087431693989071,732
Xiuzhou_Wholesale Market,8,0.7076502732240437,1.3250388624349816,0.6174863387978142,0.8115437158469945,732
Xiuzhou_Wholesale Market,9,1.139344262295082,1.6197257394153572,1.0252390710382513,1.255464480874317,732
Xiuzhou_Wholesale Market,10,2.0150273224043715,2.3638970292250763,1.8461407103825136,2.1752049180327866,732
Xiuzhou_Wholesale Market,11,3.8811475409836067,3.4882369921436243,3.623907103825137,4.114754098360656,732
Xiuzhou_Wholesale Market,12,3.7827868852459017,3.265385159374265,3.553073770491803,4.004815573770492,732
Xiuzhou_Wholesale Market,13,2.789617486338798,3.016960967373316,2.5846311475409838,3.02103825136612,732
Xiuzhou_Wholesale Market,14,2.900273224043716,2.8152700544143308,2.679405737704918,3.0785860655737705,732
Xiuzhou_Wholesale Market,15,2.9439890710382515,3.0167574732502405,2.7321379781420765,3.153927595628415,732
Xiuzhou_Wholesale Market,16,2.5942622950819674,3.0284776736879637,2.362602459016393,2.8128415300546448,732
Xiuzhou_Wholesale Market,17,2.109289617486339,2.527348856870444,1.9103483606557377,2.3238387978142074,732
Xiuzhou_Wholesale Market,18,1.9344262295081966,2.327158533190147,1.767042349726776,2.112739071038251,732
Xiuzhou_Wholesale Market,19,2.0901639344262297,2.450061888251494,1.9411885245901639,2.249351092896175,732
Xiuzhou_Wholesale Market,20,2.0737704918032787,2.411218761212303,1.8961065573770493,2.248394808743169,732
Xiuzhou_Wholesale Market,21,2.419398907103825,2.5832895961368836,2.223258196721311,2.5957650273224044,732
Xiuzhou_Wholesale Market,22,3.4330601092896176,3.267323596159102,3.2055669398907103,3.6865095628415303,732
Xiuzhou_Wholesale Market,23,3.5833333333333335,3.2400361135838995,3.335997267759563,3.8190915300546444,732
