station,quarter,hour,lambda_mean,n_days
Tongxiang_Industrial Park,2019Q4,15,0.0,1
Tongxiang_Industrial Park,2019Q4,16,0.0,1
Tongxiang_Industrial Park,2019Q4,17,0.0,1
Tongxiang_Industrial Park,2019Q4,18,0.0,1
Tongxiang_Industrial Park,2019Q4,19,0.0,1
Tongxiang_Industrial Park,2019Q4,20,0.0,1
Tongxiang_Industrial Park,2019Q4,21,0.0,1
Tongxiang_Industrial Park,2019Q4,22,0.0,1
Tongxiang_Industrial Park,2019Q4,23,0.0,1
Tongxiang_Industrial Park,2020Q1,0,0.03296703296703297,91
Tongxiang_Industrial Park,2020Q1,1,0.06593406593406594,91
Tongxiang_Industrial Park,2020Q1,2,0.01098901098901099,91
Tongxiang_Industrial Park,2020Q1,3,0.03296703296703297,91
Tongxiang_Industrial Park,2020Q1,4,0.04395604395604396,91
Tongxiang_Industrial Park,2020Q1,5,0.02197802197802198,91
Tongxiang_Industrial Park,2020Q1,6,0.07692307692307693,91
Tongxiang_Industrial Park,2020Q1,7,0.16483516483516483,91
Tongxiang_Industrial Park,2020Q1,8,0.32967032967032966,91
Tongxiang_Industrial Park,2020Q1,9,0.2087912087912088,91
Tongxiang_Industrial Park,2020Q1,10,0.26373626373626374,91
Tongxiang_Industrial Park,2020Q1,11,0.27472527472527475,91
Tongxiang_Industrial Park,2020Q1,12,0.5714285714285714,91
Tongxiang_Industrial Park,2020Q1,13,0.6043956043956044,91
Tongxiang_Industrial Park,2020Q1,14,0.38461538461538464,91
Tongxiang_Industrial Park,2020Q1,15,0.3626373626373626,91
Tongxiang_Industrial Park,2020Q1,16,0.3516483516483517,91
Tongxiang_Industrial Park,2020Q1,17,0.2967032967032967,91
Tongxiang_Industrial Park,2020Q1,18,0.38461538461538464,91
Tongxiang_Industrial Park,2020Q1,19,0.31868131868131866,91
Tongxiang_Industrial Park,2020Q1,20,0.18681318681318682,91
Tongxiang_Industrial Park,2020Q1,21,0.0989010989010989,91
Tongxiang_Industrial Park,2020Q1,22,0.07692307692307693,91
Tongxiang_Industrial Park,2020Q1,23,0.12087912087912088,91
Tongxiang_Industrial Park,2020Q2,0,0.3626373626373626,91
Tongxiang_Industrial Park,2020Q2,1,0.24175824175824176,91
Tongxiang_Industrial Park,2020Q2,2,0.23076923076923078,91
Tongxiang_Industrial Park,2020Q2,3,0.25274725274725274,91
Tongxiang_Industrial Park,2020Q2,4,0.12087912087912088,91
Tongxiang_Industrial Park,2020Q2,5,0.13186813186813187,91
Tongxiang_Industrial Park,2020Q2,6,0.3076923076923077,91
Tongxiang_Industrial Park,2020Q2,7,0.7032967032967034,91
Tongxiang_Industrial Park,2020Q2,8,1.4615384615384615,91
Tongxiang_Industrial Park,2020Q2,9,1.4285714285714286,91
Tongxiang_Industrial Park,2020Q2,10,0.7142857142857143,91
Tongxiang_Industrial Park,2020Q2,11,0.7142857142857143,91
Tongxiang_Industrial Park,2020Q2,12,1.2087912087912087,91
Tongxiang_Industrial Park,2020Q2,13,1.032967032967033,91
Tongxiang_Industrial Park,2020Q2,14,1.3186813186813187,91
Tongxiang_Industrial Park,2020Q2,15,1.2747252747252746,91
Tongxiang_Industrial Park,2020Q2,16,1.6373626373626373,91
Tongxiang_Industrial Park,2020Q2,17,1.2637362637362637,91
Tongxiang_Industrial Park,2020Q2,18,0.978021978021978,91
Tongxiang_Industrial Park,2020Q2,19,1.3626373626373627,91
Tongxiang_Industrial Park,2020Q2,20,1.3846153846153846,91
Tongxiang_Industrial Park,2020Q2,21,0.989010989010989,91
Tongxiang_Industrial Park,2020Q2,22,0.8791208791208791,91
Tongxiang_Industrial Park,2020Q2,23,0.8351648351648352,91
Tongxiang_Industrial Park,2020Q3,0,0.44565217391304346,92
Tongxiang_Industrial Park,2020Q3,1,0.31521739130434784,92
Tongxiang_Industrial Park,2020Q3,2,0.22826086956521738,92
Tongxiang_Industrial Park,2020Q3,3,0.29347826086956524,92
Tongxiang_Industrial Park,2020Q3,4,0.2826086956521739,92
Tongxiang_Industrial Park,2020Q3,5,0.13043478260869565,92
Tongxiang_Industrial Park,2020Q3,6,0.2608695652173913,92
Tongxiang_Industrial Park,2020Q3,7,1.391304347826087,92
Tongxiang_Industrial Park,2020Q3,8,0.782608695652174,92
Tongxiang_Industrial Park,2020Q3,9,0.9021739130434783,92
Tongxiang_Industrial Park,2020Q3,10,0.6413043478260869,92
Tongxiang_Industrial Park,2020Q3,11,0.9239130434782609,92
Tongxiang_Industrial Park,2020Q3,12,1.1304347826086956,92
Tongxiang_Industrial Park,2020Q3,13,1.3804347826086956,92
Tongxiang_Industrial Park,2020Q3,14,1.2173913043478262,92
Tongxiang_Industrial Park,2020Q3,15,0.9891304347826086,92
Tongxiang_Industrial Park,2020Q3,16,0.9130434782608695,92
Tongxiang_Industrial Park,2020Q3,17,0.9456521739130435,92
Tongxiang_Industrial Park,2020Q3,18,0.8152173913043478,92
Tongxiang_Industrial Park,2020Q3,19,1.2065217391304348,92
Tongxiang_Industrial Park,2020Q3,20,0.967391304347826,92
Tongxiang_Industrial Park,2020Q3,21,0.8260869565217391,92
Tongxiang_Industrial Park,2020Q3,22,0.7391304347826086,92
Tongxiang_Industrial Park,2020Q3,23,0.4673913043478261,92
Tongxiang_Industrial Park,2020Q4,0,0.391304347826087,92
Tongxiang_Industrial Park,2020Q4,1,0.30434782608695654,92
Tongxiang_Industrial Park,2020Q4,2,0.1956521739130435,92
Tongxiang_Industrial Park,2020Q4,3,0.16304347826086957,92
Tongxiang_Industrial Park,2020Q4,4,0.10869565217391304,92
Tongxiang_Industrial Park,2020Q4,5,0.03260869565217391,92
Tongxiang_Industrial Park,2020Q4,6,0.358695652173913,92
Tongxiang_Industrial Park,2020Q4,7,1.0326086956521738,92
Tongxiang_Industrial Park,2020Q4,8,0.9021739130434783,92
Tongxiang_Industrial Park,2020Q4,9,0.8152173913043478,92
Tongxiang_Industrial Park,2020Q4,10,0.9347826086956522,92
Tongxiang_Industrial Park,2020Q4,11,1.3043478260869565,92
Tongxiang_Industrial Park,2020Q4,12,1.4021739130434783,92
Tongxiang_Industrial Park,2020Q4,13,1.75,92
Tongxiang_Industrial Park,2020Q4,14,1.684782608695652,92
Tongxiang_Industrial Park,2020Q4,15,1.2391304347826086,92
Tongxiang_Industrial Park,2020Q4,16,1.2065217391304348,92
Tongxiang_Industrial Park,2020Q4,17,1.108695652173913,92
Tongxiang_Industrial Park,2020Q4,18,1.358695652173913,92
Tongxiang_Industrial Park,2020Q4,19,1.8043478260869565,92
Tongxiang_Industrial Park,2020Q4,20,2.25,92
Tongxiang_Industrial Park,2020Q4,21,1.3695652173913044,92
Tongxiang_Industrial Park,2020Q4,22,1.0326086956521738,92
Tongxiang_Industrial Park,2020Q4,23,0.7717391304347826,92
Tongxiang_Industrial Park,2021Q1,0,0.36666666666666664,90
Tongxiang_Industrial Park,2021Q1,1,0.23333333333333334,90
Tongxiang_Industrial Park,2021Q1,2,0.15555555555555556,90
Tongxiang_Industrial Park,2021Q1,3,0.12222222222222222,90
Tongxiang_Industrial Park,2021Q1,4,0.08888888888888889,90
Tongxiang_Industrial Park,2021Q1,5,0.07777777777777778,90
Tongxiang_Industrial Park,2021Q1,6,0.4111111111111111,90
Tongxiang_Industrial Park,2021Q1,7,0.9111111111111111,90
Tongxiang_Industrial Park,2021Q1,8,1.4555555555555555,90
Tongxiang_Industrial Park,2021Q1,9,1.1888888888888889,90
Tongxiang_Industrial Park,2021Q1,10,1.0,90
Tongxiang_Industrial Park,2021Q1,11,1.2666666666666666,90
Tongxiang_Industrial Park,2021Q1,12,1.8111111111111111,90
Tongxiang_Industrial Park,2021Q1,13,1.9111111111111112,90
Tongxiang_Industrial Park,2021Q1,14,1.7,90
Tongxiang_Industrial Park,2021Q1,15,1.3333333333333333,90
Tongxiang_Industrial Park,2021Q1,16,1.1,90
Tongxiang_Industrial Park,2021Q1,17,1.0333333333333334,90
Tongxiang_Industrial Park,2021Q1,18,1.3333333333333333,90
Tongxiang_Industrial Park,2021Q1,19,1.5,90
Tongxiang_Industrial Park,2021Q1,20,1.3222222222222222,90
Tongxiang_Industrial Park,2021Q1,21,1.0333333333333334,90
Tongxiang_Industrial Park,2021Q1,22,0.8555555555555555,90
Tongxiang_Industrial Park,2021Q1,23,0.5222222222222223,90
Tongxiang_Industrial Park,2021Q2,0,0.5164835164835165,91
Tongxiang_Industrial Park,2021Q2,1,0.1978021978021978,91
Tongxiang_Industrial Park,2021Q2,2,0.18681318681318682,91
Tongxiang_Industrial Park,2021Q2,3,0.16483516483516483,91
Tongxiang_Industrial Park,2021Q2,4,0.0989010989010989,91
Tongxiang_Industrial Park,2021Q2,5,0.16483516483516483,91
Tongxiang_Industrial Park,2021Q2,6,0.5604395604395604,91
Tongxiang_Industrial Park,2021Q2,7,1.3516483516483517,91
Tongxiang_Industrial Park,2021Q2,8,1.6703296703296704,91
Tongxiang_Industrial Park,2021Q2,9,1.2637362637362637,91
Tongxiang_Industrial Park,2021Q2,10,1.2747252747252746,91
Tongxiang_Industrial Park,2021Q2,11,1.4395604395604396,91
Tongxiang_Industrial Park,2021Q2,12,1.6593406593406594,91
Tongxiang_Industrial Park,2021Q2,13,1.6923076923076923,91
Tongxiang_Industrial Park,2021Q2,14,1.4615384615384615,91
Tongxiang_Industrial Park,2021Q2,15,1.6373626373626373,91
Tongxiang_Industrial Park,2021Q2,16,1.6923076923076923,91
Tongxiang_Industrial Park,2021Q2,17,1.4505494505494505,91
Tongxiang_Industrial Park,2021Q2,18,1.7362637362637363,91
Tongxiang_Industrial Park,2021Q2,19,2.120879120879121,91
Tongxiang_Industrial Park,2021Q2,20,1.5824175824175823,91
Tongxiang_Industrial Park,2021Q2,21,1.4505494505494505,91
Tongxiang_Industrial Park,2021Q2,22,1.2307692307692308,91
Tongxiang_Industrial Park,2021Q2,23,0.5934065934065934,91
Tongxiang_Industrial Park,2021Q3,0,0.6956521739130435,92
Tongxiang_Industrial Park,2021Q3,1,0.31521739130434784,92
Tongxiang_Industrial Park,2021Q3,2,0.15217391304347827,92
Tongxiang_Industrial Park,2021Q3,3,0.22826086956521738,92
Tongxiang_Industrial Park,2021Q3,4,0.2826086956521739,92
Tongxiang_Industrial Park,2021Q3,5,0.30434782608695654,92
Tongxiang_Industrial Park,2021Q3,6,0.967391304347826,92
Tongxiang_Industrial Park,2021Q3,7,1.7826086956521738,92
Tongxiang_Industrial Park,2021Q3,8,1.815217391304348,92
Tongxiang_Industrial Park,2021Q3,9,1.6195652173913044,92
Tongxiang_Industrial Park,2021Q3,10,1.4456521739130435,92
Tongxiang_Industrial Park,2021Q3,11,1.891304347826087,92
Tongxiang_Industrial Park,2021Q3,12,2.4456521739130435,92
Tongxiang_Industrial Park,2021Q3,13,2.4565217391304346,92
Tongxiang_Industrial Park,2021Q3,14,2.8369565217391304,92
Tongxiang_Industrial Park,2021Q3,15,2.8043478260869565,92
Tongxiang_Industrial Park,2021Q3,16,2.4130434782608696,92
Tongxiang_Industrial Park,2021Q3,17,2.782608695652174,92
Tongxiang_Industrial Park,2021Q3,18,3.0543478260869565,92
Tongxiang_Industrial Park,2021Q3,19,3.0434782608695654,92
Tongxiang_Industrial Park,2021Q3,20,2.8043478260869565,92
Tongxiang_Industrial Park,2021Q3,21,2.25,92
Tongxiang_Industrial Park,2021Q3,22,1.934782608695652,92
Tongxiang_Industrial Park,2021Q3,23,1.141304347826087,92
Tongxiang_Industrial Park,2021Q4,0,0.782608695652174,92
Tongxiang_Industrial Park,2021Q4,1,0.34782608695652173,92
Tongxiang_Industrial Park,2021Q4,2,0.22826086956521738,92
Tongxiang_Industrial Park,2021Q4,3,0.25,92
Tongxiang_Industrial Park,2021Q4,4,0.17391304347826086,92
Tongxiang_Industrial Park,2021Q4,5,0.2826086956521739,92
Tongxiang_Industrial Park,2021Q4,6,1.3695652173913044,92
Tongxiang_Industrial Park,2021Q4,7,0.8478260869565217,92
Tongxiang_Industrial Park,2021Q4,8,1.7826086956521738,92
Tongxiang_Industrial Park,2021Q4,9,1.5978260869565217,92
Tongxiang_Industrial Park,2021Q4,10,1.826086956521739,92
Tongxiang_Industrial Park,2021Q4,11,2.4239130434782608,92
Tongxiang_Industrial Park,2021Q4,12,2.9782608695652173,92
Tongxiang_Industrial Park,2021Q4,13,3.0760869565217392,92
Tongxiang_Industrial Park,2021Q4,14,3.380434782608696,92
Tongxiang_Industrial Park,2021Q4,15,3.2934782608695654,92
Tongxiang_Industrial Park,2021Q4,16,2.282608695652174,92
Tongxiang_Industrial Park,2021Q4,17,1.7934782608695652,92
Tongxiang_Industrial Park,2021Q4,18,2.4456521739130435,92
Tongxiang_Industrial Park,2021Q4,19,2.760869565217391,92
Tongxiang_Industrial Park,2021Q4,20,2.5543478260869565,92
Tongxiang_Industrial Park,2021Q4,21,2.2282608695652173,92
Tongxiang_Industrial Park,2021Q4,22,1.4673913043478262,92
Tongxiang_Industrial Park,2021Q4,23,1.3369565217391304,92
Tongxiang_Park A,2019Q4,0,0.0,1
Tongxiang_Park A,2019Q4,1,0.0,1
Tongxiang_Park A,2019Q4,2,0.0,1
Tongxiang_Park A,2019Q4,3,0.0,1
Tongxiang_Park A,2019Q4,4,0.0,1
Tongxiang_Park A,2019Q4,5,0.0,1
Tongxiang_Park A,2019Q4,6,0.0,1
Tongxiang_Park A,2019Q4,7,0.0,1
Tongxiang_Park A,2019Q4,8,0.0,1
Tongxiang_Park A,2019Q4,9,0.0,1
Tongxiang_Park A,2019Q4,10,0.0,1
Tongxiang_Park A,2019Q4,11,0.0,1
Tongxiang_Park A,2019Q4,12,0.0,1
Tongxiang_Park A,2019Q4,13,0.0,1
Tongxiang_Park A,2019Q4,14,0.0,1
Tongxiang_Park A,2019Q4,15,0.0,1
Tongxiang_Park A,2019Q4,16,0.0,1
Tongxiang_Park A,2019Q4,17,0.0,1
Tongxiang_Park A,2019Q4,18,0.0,1
Tongxiang_Park A,2019Q4,19,0.0,1
Tongxiang_Park A,2019Q4,20,0.0,1
Tongxiang_Park A,2019Q4,21,0.0,1
Tongxiang_Park A,2019Q4,22,0.0,1
Tongxiang_Park A,2019Q4,23,0.0,1
Tongxiang_Park A,2020Q1,0,0.0989010989010989,91
Tongxiang_Park A,2020Q1,1,0.054945054945054944,91
Tongxiang_Park A,2020Q1,2,0.06593406593406594,91
Tongxiang_Park A,2020Q1,3,0.02197802197802198,91
Tongxiang_Park A,2020Q1,4,0.0,91
Tongxiang_Park A,2020Q1,5,0.07692307692307693,91
Tongxiang_Park A,2020Q1,6,0.054945054945054944,91
Tongxiang_Park A,2020Q1,7,0.2087912087912088,91
Tongxiang_Park A,2020Q1,8,0.1978021978021978,91
Tongxiang_Park A,2020Q1,9,0.3626373626373626,91
Tongxiang_Park A,2020Q1,10,0.4945054945054945,91
Tongxiang_Park A,2020Q1,11,0.5714285714285714,91
Tongxiang_Park A,2020Q1,12,0.8021978021978022,91
Tongxiang_Park A,2020Q1,13,0.7692307692307693,91
Tongxiang_Park A,2020Q1,14,0.945054945054945,91
Tongxiang_Park A,2020Q1,15,0.8351648351648352,91
Tongxiang_Park A,2020Q1,16,0.967032967032967,91
Tongxiang_Park A,2020Q1,17,0.7032967032967034,91
Tongxiang_Park A,2020Q1,18,0.7252747252747253,91
Tongxiang_Park A,2020Q1,19,0.7802197802197802,91
Tongxiang_Park A,2020Q1,20,0.34065934065934067,91
Tongxiang_Park A,2020Q1,21,0.38461538461538464,91
Tongxiang_Park A,2020Q1,22,0.1978021978021978,91
Tongxiang_Park A,2020Q1,23,0.25274725274725274,91
Tongxiang_Park A,2020Q2,0,0.2857142857142857,91
Tongxiang_Park A,2020Q2,1,0.13186813186813187,91
Tongxiang_Park A,2020Q2,2,0.13186813186813187,91
Tongxiang_Park A,2020Q2,3,0.12087912087912088,91
Tongxiang_Park A,2020Q2,4,0.03296703296703297,91
Tongxiang_Park A,2020Q2,5,0.18681318681318682,91
Tongxiang_Park A,2020Q2,6,0.12087912087912088,91
Tongxiang_Park A,2020Q2,7,0.2857142857142857,91
Tongxiang_Park A,2020Q2,8,0.3626373626373626,91
Tongxiang_Park A,2020Q2,9,0.4835164835164835,91
Tongxiang_Park A,2020Q2,10,1.120879120879121,91
Tongxiang_Park A,2020Q2,11,1.065934065934066,91
Tongxiang_Park A,2020Q2,12,1.5714285714285714,91
Tongxiang_Park A,2020Q2,13,1.5934065934065933,91
Tongxiang_Park A,2020Q2,14,1.7032967032967032,91
Tongxiang_Park A,2020Q2,15,1.956043956043956,91
Tongxiang_Park A,2020Q2,16,1.978021978021978,91
Tongxiang_Park A,2020Q2,17,1.6703296703296704,91
Tongxiang_Park A,2020Q2,18,1.835164835164835,91
Tongxiang_Park A,2020Q2,19,1.9120879120879122,91
Tongxiang_Park A,2020Q2,20,1.1758241758241759,91
Tongxiang_Park A,2020Q2,21,0.8241758241758241,91
Tongxiang_Park A,2020Q2,22,0.945054945054945,91
Tongxiang_Park A,2020Q2,23,0.5164835164835165,91
Tongxiang_Park A,2020Q3,0,0.5108695652173914,92
Tongxiang_Park A,2020Q3,1,0.4673913043478261,92
Tongxiang_Park A,2020Q3,2,0.41304347826086957,92
Tongxiang_Park A,2020Q3,3,0.32608695652173914,92
Tongxiang_Park A,2020Q3,4,0.31521739130434784,92
Tongxiang_Park A,2020Q3,5,0.43478260869565216,92
Tongxiang_Park A,2020Q3,6,0.8260869565217391,92
Tongxiang_Park A,2020Q3,7,0.8586956521739131,92
Tongxiang_Park A,2020Q3,8,1.065217391304348,92
Tongxiang_Park A,2020Q3,9,2.4565217391304346,92
Tongxiang_Park A,2020Q3,10,3.467391304347826,92
Tongxiang_Park A,2020Q3,11,4.445652173913044,92
Tongxiang_Park A,2020Q3,12,5.032608695652174,92
Tongxiang_Park A,2020Q3,13,6.260869565217392,92
Tongxiang_Park A,2020Q3,14,6.586956521739131,92
Tongxiang_Park A,2020Q3,15,6.173913043478261,92
Tongxiang_Park A,2020Q3,16,5.586956521739131,92
Tongxiang_Park A,2020Q3,17,4.369565217391305,92
Tongxiang_Park A,2020Q3,18,4.510869565217392,92
Tongxiang_Park A,2020Q3,19,4.489130434782608,92
Tongxiang_Park A,2020Q3,20,3.152173913043478,92
Tongxiang_Park A,2020Q3,21,2.5543478260869565,92
Tongxiang_Park A,2020Q3,22,2.152173913043478,92
Tongxiang_Park A,2020Q3,23,1.2717391304347827,92
Tongxiang_Park A,2020Q4,0,0.6739130434782609,92
Tongxiang_Park A,2020Q4,1,0.358695652173913,92
Tongxiang_Park A,2020Q4,2,0.3695652173913043,92
Tongxiang_Park A,2020Q4,3,0.2826086956521739,92
Tongxiang_Park A,2020Q4,4,0.18478260869565216,92
Tongxiang_Park A,2020Q4,5,0.43478260869565216,92
Tongxiang_Park A,2020Q4,6,0.2826086956521739,92
Tongxiang_Park A,2020Q4,7,0.6195652173913043,92
Tongxiang_Park A,2020Q4,8,1.076086956521739,92
Tongxiang_Park A,2020Q4,9,1.8478260869565217,92
Tongxiang_Park A,2020Q4,10,2.6956521739130435,92
Tongxiang_Park A,2020Q4,11,3.989130434782609,92
Tongxiang_Park A,2020Q4,12,4.0978260869565215,92
Tongxiang_Park A,2020Q4,13,4.141304347826087,92
Tongxiang_Park A,2020Q4,14,3.6739130434782608,92
Tongxiang_Park A,2020Q4,15,3.6956521739130435,92
Tongxiang_Park A,2020Q4,16,3.630434782608696,92
Tongxiang_Park A,2020Q4,17,3.130434782608696,92
Tongxiang_Park A,2020Q4,18,3.010869565217391,92
Tongxiang_Park A,2020Q4,19,2.7065217391304346,92
Tongxiang_Park A,2020Q4,20,2.2065217391304346,92
Tongxiang_Park A,2020Q4,21,1.5326086956521738,92
Tongxiang_Park A,2020Q4,22,1.5326086956521738,92
Tongxiang_Park A,2020Q4,23,0.8478260869565217,92
Tongxiang_Park A,2021Q1,0,0.25555555555555554,90
Tongxiang_Park A,2021Q1,1,0.2111111111111111,90
Tongxiang_Park A,2021Q1,2,0.08888888888888889,90
Tongxiang_Park A,2021Q1,3,0.13333333333333333,90
Tongxiang_Park A,2021Q1,4,0.08888888888888889,90
Tongxiang_Park A,2021Q1,5,0.06666666666666667,90
Tongxiang_Park A,2021Q1,6,0.08888888888888889,90
Tongxiang_Park A,2021Q1,7,0.24444444444444444,90
Tongxiang_Park A,2021Q1,8,0.4444444444444444,90
Tongxiang_Park A,2021Q1,9,0.7111111111111111,90
Tongxiang_Park A,2021Q1,10,0.9666666666666667,90
Tongxiang_Park A,2021Q1,11,1.4777777777777779,90
Tongxiang_Park A,2021Q1,12,1.9777777777777779,90
Tongxiang_Park A,2021Q1,13,1.9666666666666666,90
Tongxiang_Park A,2021Q1,14,1.7555555555555555,90
Tongxiang_Park A,2021Q1,15,1.7666666666666666,90
Tongxiang_Park A,2021Q1,16,1.511111111111111,90
Tongxiang_Park A,2021Q1,17,1.1666666666666667,90
Tongxiang_Park A,2021Q1,18,1.2444444444444445,90
Tongxiang_Park A,2021Q1,19,1.3444444444444446,90
Tongxiang_Park A,2021Q1,20,1.1444444444444444,90
Tongxiang_Park A,2021Q1,21,0.7777777777777778,90
Tongxiang_Park A,2021Q1,22,0.5333333333333333,90
Tongxiang_Park A,2021Q1,23,0.4666666666666667,90
Tongxiang_Park A,2021Q2,0,0.3626373626373626,91
Tongxiang_Park A,2021Q2,1,0.3956043956043956,91
Tongxiang_Park A,2021Q2,2,0.1978021978021978,91
Tongxiang_Park A,2021Q2,3,0.27472527472527475,91
Tongxiang_Park A,2021Q2,4,0.37362637362637363,91
Tongxiang_Park A,2021Q2,5,0.18681318681318682,91
Tongxiang_Park A,2021Q2,6,0.23076923076923078,91
Tongxiang_Park A,2021Q2,7,0.6043956043956044,91
Tongxiang_Park A,2021Q2,8,0.6373626373626373,91
Tongxiang_Park A,2021Q2,9,1.010989010989011,91
Tongxiang_Park A,2021Q2,10,2.967032967032967,91
Tongxiang_Park A,2021Q2,11,3.4065934065934065,91
Tongxiang_Park A,2021Q2,12,3.967032967032967,91
Tongxiang_Park A,2021Q2,13,3.8131868131868134,91
Tongxiang_Park A,2021Q2,14,3.923076923076923,91
Tongxiang_Park A,2021Q2,15,3.923076923076923,91
Tongxiang_Park A,2021Q2,16,3.241758241758242,91
Tongxiang_Park A,2021Q2,17,2.879120879120879,91
Tongxiang_Park A,2021Q2,18,2.967032967032967,91
Tongxiang_Park A,2021Q2,19,2.120879120879121,91
Tongxiang_Park A,2021Q2,20,1.8461538461538463,91
Tongxiang_Park A,2021Q2,21,1.4065934065934067,91
Tongxiang_Park A,2021Q2,22,1.2967032967032968,91
Tongxiang_Park A,2021Q2,23,0.6153846153846154,91
Tongxiang_Park A,2021Q3,0,0.8369565217391305,92
Tongxiang_Park A,2021Q3,1,0.41304347826086957,92
Tongxiang_Park A,2021Q3,2,0.32608695652173914,92
Tongxiang_Park A,2021Q3,3,0.43478260869565216,92
Tongxiang_Park A,2021Q3,4,0.32608695652173914,92
Tongxiang_Park A,2021Q3,5,0.2391304347826087,92
Tongxiang_Park A,2021Q3,6,0.5543478260869565,92
Tongxiang_Park A,2021Q3,7,0.717391304347826,92
Tongxiang_Park A,2021Q3,8,0.7608695652173914,92
Tongxiang_Park A,2021Q3,9,1.3804347826086956,92
Tongxiang_Park A,2021Q3,10,2.782608695652174,92
Tongxiang_Park A,2021Q3,11,3.2717391304347827,92
Tongxiang_Park A,2021Q3,12,3.4782608695652173,92
Tongxiang_Park A,2021Q3,13,4.369565217391305,92
Tongxiang_Park A,2021Q3,14,4.586956521739131,92
Tongxiang_Park A,2021Q3,15,3.75,92
Tongxiang_Park A,2021Q3,16,3.9456521739130435,92
Tongxiang_Park A,2021Q3,17,2.891304347826087,92
Tongxiang_Park A,2021Q3,18,3.4347826086956523,92
Tongxiang_Park A,2021Q3,19,2.652173913043478,92
Tongxiang_Park A,2021Q3,20,1.9673913043478262,92
Tongxiang_Park A,2021Q3,21,1.5543478260869565,92
Tongxiang_Park A,2021Q3,22,1.684782608695652,92
Tongxiang_Park A,2021Q3,23,0.8260869565217391,92
Tongxiang_Park A,2021Q4,0,0.8152173913043478,92
Tongxiang_Park A,2021Q4,1,0.31521739130434784,92
Tongxiang_Park A,2021Q4,2,0.29347826086956524,92
Tongxiang_Park A,2021Q4,3,0.6086956521739131,92
Tongxiang_Park A,2021Q4,4,0.2826086956521739,92
Tongxiang_Park A,2021Q4,5,0.2391304347826087,92
Tongxiang_Park A,2021Q4,6,0.5434782608695652,92
Tongxiang_Park A,2021Q4,7,0.6413043478260869,92
Tongxiang_Park A,2021Q4,8,1.3043478260869565,92
Tongxiang_Park A,2021Q4,9,1.9782608695652173,92
Tongxiang_Park A,2021Q4,10,2.5869565217391304,92
Tongxiang_Park A,2021Q4,11,3.25,92
Tongxiang_Park A,2021Q4,12,3.4239130434782608,92
Tongxiang_Park A,2021Q4,13,3.510869565217391,92
Tongxiang_Park A,2021Q4,14,3.597826086956522,92
Tongxiang_Park A,2021Q4,15,3.7065217391304346,92
Tongxiang_Park A,2021Q4,16,3.25,92
Tongxiang_Park A,2021Q4,17,2.597826086956522,92
Tongxiang_Park A,2021Q4,18,2.5217391304347827,92
Tongxiang_Park A,2021Q4,19,2.510869565217391,92
Tongxiang_Park A,2021Q4,20,2.032608695652174,92
Tongxiang_Park A,2021Q4,21,2.347826086956522,92
Tongxiang_Park A,2021Q4,22,2.717391304347826,92
Tongxiang_Park A,2021Q4,23,1.9021739130434783,92
Tongxiang_Park B,2019Q4,0,0.0,1
Tongxiang_Park B,2019Q4,1,0.0,1
Tongxiang_Park B,2019Q4,2,0.0,1
Tongxiang_Park B,2019Q4,3,0.0,1
Tongxiang_Park B,2019Q4,4,0.0,1
Tongxiang_Park B,2019Q4,5,0.0,1
Tongxiang_Park B,2019Q4,6,0.0,1
Tongxiang_Park B,2019Q4,7,0.0,1
Tongxiang_Park B,2019Q4,8,0.0,1
Tongxiang_Park B,2019Q4,9,0.0,1
Tongxiang_Park B,2019Q4,10,0.0,1
Tongxiang_Park B,2019Q4,11,0.0,1
Tongxiang_Park B,2019Q4,12,0.0,1
Tongxiang_Park B,2019Q4,13,0.0,1
Tongxiang_Park B,2019Q4,14,0.0,1
Tongxiang_Park B,2019Q4,15,0.0,1
Tongxiang_Park B,2019Q4,16,0.0,1
Tongxiang_Park B,2019Q4,17,0.0,1
Tongxiang_Park B,2019Q4,18,0.0,1
Tongxiang_Park B,2019Q4,19,0.0,1
Tongxiang_Park B,2019Q4,20,0.0,1
Tongxiang_Park B,2019Q4,21,0.0,1
Tongxiang_Park B,2019Q4,22,1.0,1
Tongxiang_Park B,2019Q4,23,1.0,1
Tongxiang_Park B,2020Q1,0,0.3516483516483517,91
Tongxiang_Park B,2020Q1,1,0.17582417582417584,91
Tongxiang_Park B,2020Q1,2,0.16483516483516483,91
Tongxiang_Park B,2020Q1,3,0.04395604395604396,91
Tongxiang_Park B,2020Q1,4,0.06593406593406594,91
Tongxiang_Park B,2020Q1,5,0.054945054945054944,91
Tongxiang_Park B,2020Q1,6,0.12087912087912088,91
Tongxiang_Park B,2020Q1,7,0.18681318681318682,91
Tongxiang_Park B,2020Q1,8,0.15384615384615385,91
Tongxiang_Park B,2020Q1,9,0.3956043956043956,91
Tongxiang_Park B,2020Q1,10,0.3956043956043956,91
Tongxiang_Park B,2020Q1,11,0.5494505494505495,91
Tongxiang_Park B,2020Q1,12,0.6923076923076923,91
Tongxiang_Park B,2020Q1,13,1.0769230769230769,91
Tongxiang_Park B,2020Q1,14,1.1538461538461537,91
Tongxiang_Park B,2020Q1,15,0.8681318681318682,91
Tongxiang_Park B,2020Q1,16,0.7692307692307693,91
Tongxiang_Park B,2020Q1,17,0.4065934065934066,91
